user_id,event_date,event_type,from_plan,to_plan,monthly_price_chf
u_00091,2025-08-20,upgrade,digital,premium,39.0
u_00092,2026-01-01,start,,digital,24.0
u_00093,2025-08-10,start,,free,0.0
u_00093,2026-03-08,upgrade,free,digital,24.0
u_00094,2025-06-25,start,,free,0.0
u_00094,2025-10-23,upgrade,free,digital,24.0
u_00095,2025-04-29,start,,print,59.0
u_00096,2025-11-14,start,,digital,24.0
u_00097,2025-06-11,start,,digital,24.0
u_00097,2025-12-08,cancel,digital,,0.0
u_00098,2025-01-01,start,,digital,24.0
u_00098,2025-01-31,cancel,digital,,0.0
u_00099,2025-01-11,start,,digital,24.0
u_00099,2026-02-05,upgrade,digital,premium,39.0
u_00100,2026-06-03,start,,premium,39.0
u_00101,2026-04-26,start,,digital,24.0
u_00102,2026-01-02,start,,free,0.0
u_00103,2025-04-03,start,,free,0.0
u_00104,2026-06-08,start,,digital,24.0
u_00105,2026-01-28,start,,digital,24.0
u_00105,2026-03-29,upgrade,digital,premium,39.0
u_00106,2026-01-07,start,,free,0.0
u_00107,2025-08-13,start,,free,0.0
u_00107,2025-11-11,upgrade,free,digital,24.0
u_00108,2025-04-08,start,,free,0.0
u_00109,2025-01-04,start,,free,0.0
u_00110,2026-04-22,start,,digital,24.0
u_00111,2025-08-17,start,,free,0.0
u_00112,2025-02-16,start,,digital,24.0
u_00112,2025-07-16,cancel,digital,,0.0
u_00113,2025-05-02,start,,digital,24.0
u_00113,2025-09-29,upgrade,digital,premium,39.0
u_00113,2026-03-28,downgrade,premium,digital,24.0
u_00114,2025-10-09,start,,premium,39.0
u_00114,2025-11-08,cancel,premium,,0.0
u_00115,2025-01-30,start,,free,0.0
u_00115,2025-09-27,upgrade,free,digital,24.0
u_00116,2026-03-20,start,,premium,39.0
u_00117,2026-01-21,start,,digital,24.0
u_00118,2026-01-08,start,,digital,24.0
u_00119,2025-07-31,start,,free,0.0
u_00120,2025-11-12,start,,free,0.0
u_00120,2026-01-11,upgrade,free,digital,24.0
u_00121,2025-10-12,start,,digital,24.0
u_00122,2025-11-28,start,,free,0.0
u_00122,2026-01-27,upgrade,free,digital,24.0
u_00122,2026-02-26,cancel,digital,,0.0
u_00123,2024-12-31,start,,free,0.0
u_00124,2025-07-20,start,,digital,24.0
u_00124,2026-01-16,cancel,digital,,0.0
u_00125,2024-11-30,start,,digital,24.0
u_00125,2025-06-28,upgrade,digital,premium,39.0
u_00126,2025-09-06,start,,free,0.0
u_00126,2025-10-06,upgrade,free,digital,24.0
u_00126,2026-03-05,upgrade,digital,premium,39.0
u_00127,2025-05-19,start,,free,0.0
u_00127,2025-08-17,upgrade,free,digital,24.0
u_00127,2025-10-16,upgrade,digital,premium,39.0
u_00128,2025-01-20,start,,free,0.0
u_00128,2026-01-15,upgrade,free,digital,24.0
u_00129,2025-01-06,start,,premium,39.0
u_00130,2025-10-15,start,,print,59.0
u_00131,2025-01-28,start,,free,0.0
u_00131,2026-06-22,cancel,free,,0.0
u_00132,2026-05-08,start,,free,0.0
u_00133,2025-10-10,start,,free,0.0
u_00134,2025-05-31,start,,free,0.0
u_00134,2025-06-30,upgrade,free,digital,24.0
u_00135,2025-10-17,start,,premium,39.0
u_00136,2024-11-17,start,,free,0.0
u_00137,2026-06-01,start,,free,0.0
u_00138,2025-09-03,start,,free,0.0
u_00139,2026-01-29,start,,free,0.0
u_00139,2026-06-28,upgrade,free,digital,24.0
u_00140,2024-12-30,start,,digital,24.0
u_00140,2025-03-30,cancel,digital,,0.0
u_00141,2025-09-04,start,,digital,24.0
u_00142,2025-09-05,start,,digital,24.0
u_00142,2026-06-02,cancel,digital,,0.0
u_00143,2026-05-17,start,,free,0.0
u_00143,2026-06-16,cancel,free,,0.0
u_00144,2025-10-03,start,,premium,39.0
u_00145,2025-08-30,start,,free,0.0
u_00145,2025-12-28,upgrade,free,digital,24.0
u_00145,2026-04-27,cancel,digital,,0.0
u_00146,2025-04-04,start,,digital,24.0
u_00147,2025-05-20,start,,premium,39.0
u_00148,2025-09-15,start,,free,0.0
u_00149,2025-08-05,start,,premium,39.0
u_00150,2024-11-16,start,,free,0.0
u_00150,2025-01-15,upgrade,free,digital,24.0
u_00150,2025-06-14,upgrade,digital,premium,39.0
u_00151,2026-02-26,start,,digital,24.0
u_00152,2026-04-17,start,,free,0.0
u_00153,2025-01-19,start,,free,0.0
u_00154,2025-09-26,start,,free,0.0
u_00155,2025-01-08,start,,free,0.0
u_00156,2025-12-15,start,,free,0.0
u_00157,2025-04-14,start,,free,0.0
u_00157,2025-07-13,upgrade,free,digital,24.0
u_00157,2026-06-08,upgrade,digital,premium,39.0
u_00158,2025-12-05,start,,digital,24.0
u_00159,2026-01-11,start,,free,0.0
u_00160,2026-01-24,start,,free,0.0
u_00161,2025-01-08,start,,print,59.0
u_00162,2026-05-01,start,,premium,39.0
u_00163,2025-03-08,start,,free,0.0
u_00163,2025-04-07,upgrade,free,digital,24.0
u_00163,2025-08-05,cancel,digital,,0.0
u_00164,2024-11-27,start,,free,0.0
u_00165,2025-09-26,start,,digital,24.0
u_00166,2025-06-17,start,,digital,24.0
u_00167,2026-02-28,start,,free,0.0
u_00168,2026-02-13,start,,digital,24.0
u_00169,2025-05-10,start,,free,0.0
u_00170,2026-05-28,start,,free,0.0
u_00171,2025-04-21,start,,digital,24.0
u_00171,2025-11-17,upgrade,digital,premium,39.0
u_00172,2025-09-13,start,,digital,24.0
u_00172,2025-11-12,cancel,digital,,0.0
u_00173,2025-03-27,start,,digital,24.0
u_00173,2025-06-25,cancel,digital,,0.0
u_00174,2026-05-16,start,,free,0.0
u_00175,2025-01-26,start,,free,0.0
u_00176,2024-12-03,start,,free,0.0
u_00176,2025-06-01,upgrade,free,digital,24.0
u_00176,2026-06-26,cancel,digital,,0.0
u_00177,2025-08-02,start,,free,0.0
u_00178,2026-06-25,start,,free,0.0
u_00179,2026-04-14,start,,free,0.0
u_00180,2026-01-18,start,,free,0.0
u_00181,2026-04-13,start,,digital,24.0
u_00182,2026-04-15,start,,free,0.0
u_00183,2025-09-15,start,,free,0.0
u_00184,2025-05-09,start,,digital,24.0
u_00185,2026-01-25,start,,free,0.0
u_00185,2026-03-26,upgrade,free,digital,24.0
u_00186,2025-12-07,start,,premium,39.0
u_00186,2026-05-06,cancel,premium,,0.0
u_00187,2025-06-19,start,,free,0.0
u_00187,2025-12-16,upgrade,free,digital,24.0
u_00187,2026-02-14,cancel,digital,,0.0
u_00188,2025-01-04,start,,free,0.0
u_00189,2026-01-17,start,,premium,39.0
u_00190,2025-04-01,start,,digital,24.0
u_00191,2026-05-16,start,,digital,24.0
u_00192,2025-03-16,start,,digital,24.0
u_00192,2025-07-14,cancel,digital,,0.0
u_00193,2025-01-13,start,,free,0.0
u_00193,2025-05-13,upgrade,free,digital,24.0
u_00193,2026-04-08,cancel,digital,,0.0
u_00194,2026-03-01,start,,digital,24.0
u_00195,2025-01-23,start,,premium,39.0
u_00196,2025-01-31,start,,print,59.0
u_00196,2025-10-28,cancel,print,,0.0
u_00197,2025-10-23,start,,free,0.0
u_00197,2026-02-20,upgrade,free,digital,24.0
u_00197,2026-04-21,cancel,digital,,0.0
u_00198,2026-04-02,start,,free,0.0
u_00199,2025-02-12,start,,digital,24.0
u_00199,2025-06-12,cancel,digital,,0.0
u_00200,2025-05-05,start,,free,0.0
u_00200,2025-12-01,upgrade,free,digital,24.0
u_00200,2026-01-30,upgrade,digital,premium,39.0
u_00200,2026-05-30,downgrade,premium,digital,24.0
u_00201,2026-01-27,start,,free,0.0
u_00201,2026-06-26,upgrade,free,digital,24.0
u_00202,2026-06-10,start,,free,0.0
u_00203,2025-09-09,start,,free,0.0
u_00203,2026-01-07,upgrade,free,digital,24.0
u_00204,2025-01-20,start,,free,0.0
u_00204,2026-04-15,upgrade,free,digital,24.0
u_00205,2024-11-10,start,,free,0.0
u_00205,2025-02-08,upgrade,free,digital,24.0
u_00206,2025-03-08,start,,free,0.0
u_00206,2026-01-02,cancel,free,,0.0
u_00207,2025-01-16,start,,free,0.0
u_00207,2025-07-15,upgrade,free,digital,24.0
u_00207,2026-05-11,upgrade,digital,premium,39.0
u_00208,2025-12-18,start,,premium,39.0
u_00209,2025-01-13,start,,free,0.0
u_00209,2025-03-14,upgrade,free,digital,24.0
u_00210,2025-09-11,start,,free,0.0
u_00211,2025-12-30,start,,free,0.0
u_00211,2026-03-30,upgrade,free,digital,24.0
u_00212,2025-10-10,start,,free,0.0
u_00213,2025-02-15,start,,print,59.0
u_00214,2026-02-10,start,,premium,39.0
u_00215,2026-01-07,start,,free,0.0
u_00215,2026-06-06,cancel,free,,0.0
u_00216,2026-01-15,start,,free,0.0
u_00216,2026-05-15,upgrade,free,digital,24.0
u_00217,2025-01-16,start,,free,0.0
u_00218,2025-01-13,start,,free,0.0
u_00219,2026-05-10,start,,free,0.0
u_00220,2025-07-07,start,,free,0.0
u_00221,2025-04-28,start,,free,0.0
u_00221,2026-03-24,upgrade,free,digital,24.0
u_00222,2025-09-05,start,,digital,24.0
u_00223,2025-12-08,start,,free,0.0
u_00223,2026-05-07,upgrade,free,digital,24.0
u_00224,2026-05-30,start,,free,0.0
u_00225,2025-04-18,start,,free,0.0
u_00225,2025-08-16,upgrade,free,digital,24.0
u_00225,2026-02-12,upgrade,digital,premium,39.0
u_00226,2026-05-08,start,,free,0.0
u_00227,2024-11-18,start,,free,0.0
u_00228,2025-09-26,start,,free,0.0
u_00229,2025-11-17,start,,free,0.0
u_00230,2025-01-07,start,,free,0.0
u_00230,2025-07-06,upgrade,free,digital,24.0
u_00230,2026-06-01,cancel,digital,,0.0
u_00231,2025-01-19,start,,digital,24.0
u_00232,2025-07-22,start,,premium,39.0
u_00233,2026-06-06,start,,free,0.0
u_00234,2025-10-21,start,,free,0.0
u_00234,2026-01-19,upgrade,free,digital,24.0
u_00235,2026-05-13,start,,digital,24.0
u_00236,2026-02-10,start,,digital,24.0
u_00236,2026-05-11,upgrade,digital,premium,39.0
u_00237,2025-08-26,start,,free,0.0
u_00238,2026-01-29,start,,free,0.0
u_00239,2024-11-13,start,,free,0.0
u_00239,2025-02-11,upgrade,free,digital,24.0
u_00239,2025-11-08,upgrade,digital,premium,39.0
u_00239,2026-02-06,cancel,premium,,0.0
u_00240,2025-01-08,start,,digital,24.0
u_00240,2025-11-04,cancel,digital,,0.0
u_00241,2026-02-28,start,,free,0.0
u_00242,2026-02-05,start,,free,0.0
u_00242,2026-04-06,upgrade,free,digital,24.0
u_00243,2025-03-10,start,,free,0.0
u_00243,2025-08-07,upgrade,free,digital,24.0
u_00244,2025-09-18,start,,free,0.0
u_00245,2025-10-28,start,,free,0.0
u_00245,2026-04-26,upgrade,free,digital,24.0
u_00246,2026-03-28,start,,digital,24.0
u_00247,2025-10-26,start,,free,0.0
u_00247,2026-02-23,upgrade,free,digital,24.0
u_00248,2025-07-17,start,,free,0.0
u_00249,2025-06-20,start,,free,0.0
u_00250,2025-07-27,start,,digital,24.0
u_00250,2025-08-26,cancel,digital,,0.0
u_00251,2025-11-30,start,,free,0.0
u_00251,2026-05-29,upgrade,free,digital,24.0
u_00252,2026-03-27,start,,free,0.0
u_00252,2026-04-26,upgrade,free,digital,24.0
u_00253,2025-08-16,start,,free,0.0
u_00253,2025-12-14,cancel,free,,0.0
u_00254,2025-03-21,start,,digital,24.0
u_00254,2025-04-20,cancel,digital,,0.0
u_00255,2025-03-13,start,,digital,24.0
u_00255,2025-11-08,cancel,digital,,0.0
u_00256,2026-01-17,start,,premium,39.0
u_00257,2026-02-19,start,,digital,24.0
u_00258,2025-01-07,start,,free,0.0
u_00258,2026-01-02,upgrade,free,digital,24.0
u_00259,2024-12-18,start,,free,0.0
u_00259,2026-05-12,cancel,free,,0.0
u_00260,2025-10-20,start,,free,0.0
u_00260,2025-11-19,upgrade,free,digital,24.0
u_00261,2025-01-20,start,,digital,24.0
u_00262,2026-02-25,start,,digital,24.0
u_00263,2025-05-05,start,,free,0.0
u_00264,2025-01-20,start,,premium,39.0
u_00264,2025-06-19,cancel,premium,,0.0
u_00265,2026-05-05,start,,free,0.0
u_00266,2025-01-27,start,,free,0.0
u_00266,2025-04-27,upgrade,free,digital,24.0
u_00267,2025-04-17,start,,free,0.0
u_00268,2025-01-23,start,,premium,39.0
u_00269,2025-01-10,start,,premium,39.0
u_00270,2024-11-16,start,,free,0.0
u_00270,2025-10-12,upgrade,free,digital,24.0
u_00271,2024-12-10,start,,print,59.0
u_00272,2025-01-30,start,,premium,39.0
u_00272,2025-12-26,upgrade,premium,print,59.0
u_00273,2024-12-09,start,,digital,24.0
u_00273,2025-02-07,cancel,digital,,0.0
u_00274,2025-10-17,start,,premium,39.0
u_00275,2025-12-21,start,,free,0.0
u_00276,2025-07-04,start,,digital,24.0
u_00276,2026-04-30,cancel,digital,,0.0
u_00277,2025-05-10,start,,digital,24.0
u_00278,2025-09-10,start,,digital,24.0
u_00278,2026-02-07,upgrade,digital,premium,39.0
u_00279,2026-04-02,start,,free,0.0
u_00280,2026-03-16,start,,digital,24.0
u_00281,2024-12-02,start,,print,59.0
u_00282,2025-02-02,start,,free,0.0
u_00282,2025-06-02,upgrade,free,digital,24.0
u_00282,2025-07-02,upgrade,digital,premium,39.0
u_00282,2026-02-27,cancel,premium,,0.0
u_00283,2025-03-13,start,,print,59.0
u_00284,2025-03-22,start,,free,0.0
u_00284,2025-09-18,upgrade,free,digital,24.0
u_00285,2025-10-03,start,,free,0.0
u_00285,2025-12-02,upgrade,free,digital,24.0
u_00285,2026-04-01,cancel,digital,,0.0
u_00286,2025-07-20,start,,free,0.0
u_00287,2024-12-06,start,,digital,24.0
u_00288,2025-06-19,start,,digital,24.0
u_00288,2026-05-15,upgrade,digital,premium,39.0
u_00289,2025-09-16,start,,free,0.0
u_00290,2025-01-06,start,,digital,24.0
u_00290,2025-03-07,upgrade,digital,premium,39.0
u_00291,2026-03-03,start,,free,0.0
u_00291,2026-06-01,upgrade,free,digital,24.0
u_00292,2024-12-08,start,,free,0.0
u_00292,2025-06-06,upgrade,free,digital,24.0
u_00292,2026-03-03,cancel,digital,,0.0
u_00293,2026-05-08,start,,premium,39.0
u_00294,2025-01-05,start,,digital,24.0
u_00294,2026-03-01,upgrade,digital,premium,39.0
u_00295,2026-03-10,start,,digital,24.0
u_00296,2026-04-22,start,,digital,24.0
u_00297,2026-06-16,start,,print,59.0
u_00298,2026-02-08,start,,free,0.0
u_00299,2026-01-28,start,,free,0.0
u_00300,2025-11-23,start,,free,0.0
u_00300,2026-02-21,upgrade,free,digital,24.0
u_00301,2026-01-28,start,,digital,24.0
u_00302,2025-01-17,start,,digital,24.0
u_00302,2026-03-13,cancel,digital,,0.0
u_00303,2025-09-20,start,,digital,24.0
u_00303,2026-05-18,upgrade,digital,premium,39.0
u_00304,2025-09-13,start,,free,0.0
u_00305,2026-03-20,start,,free,0.0
u_00306,2025-08-22,start,,digital,24.0
u_00306,2025-12-20,cancel,digital,,0.0
u_00307,2025-06-28,start,,print,59.0
u_00308,2025-11-21,start,,free,0.0
u_00308,2026-01-20,upgrade,free,digital,24.0
u_00308,2026-03-21,cancel,digital,,0.0
u_00309,2025-04-03,start,,free,0.0
u_00309,2025-08-01,upgrade,free,digital,24.0
u_00310,2025-01-18,start,,free,0.0
u_00310,2025-04-18,upgrade,free,digital,24.0
u_00310,2025-12-14,cancel,digital,,0.0
u_00311,2025-09-01,start,,free,0.0
u_00311,2026-02-28,upgrade,free,digital,24.0
u_00311,2026-03-30,cancel,digital,,0.0
u_00312,2025-07-20,start,,free,0.0
u_00312,2025-09-18,upgrade,free,digital,24.0
u_00313,2025-03-10,start,,free,0.0
u_00314,2025-06-15,start,,digital,24.0
u_00315,2025-06-14,start,,free,0.0
u_00316,2025-05-17,start,,free,0.0
u_00317,2025-06-24,start,,free,0.0
u_00317,2025-12-21,cancel,free,,0.0
u_00318,2025-12-24,start,,premium,39.0
u_00319,2025-04-25,start,,free,0.0
u_00319,2025-12-21,upgrade,free,digital,24.0
u_00320,2026-05-25,start,,free,0.0
u_00321,2026-05-01,start,,free,0.0
u_00322,2025-09-02,start,,digital,24.0
u_00323,2025-05-18,start,,premium,39.0
u_00324,2025-09-20,start,,free,0.0
u_00324,2026-01-18,upgrade,free,digital,24.0
u_00325,2026-03-14,start,,free,0.0
u_00325,2026-04-13,upgrade,free,digital,24.0
u_00326,2025-11-30,start,,free,0.0
u_00327,2026-02-10,start,,digital,24.0
u_00327,2026-03-12,upgrade,digital,premium,39.0
u_00328,2025-09-19,start,,premium,39.0
u_00329,2025-11-16,start,,free,0.0
u_00330,2025-04-19,start,,free,0.0
u_00330,2025-05-19,upgrade,free,digital,24.0
u_00331,2026-01-13,start,,digital,24.0
u_00332,2025-02-17,start,,digital,24.0
u_00333,2025-12-31,start,,free,0.0
u_00333,2026-01-30,upgrade,free,digital,24.0
u_00334,2026-03-23,start,,free,0.0
u_00335,2025-01-16,start,,free,0.0
u_00335,2025-08-14,upgrade,free,digital,24.0
u_00336,2025-11-03,start,,digital,24.0
u_00336,2025-12-03,cancel,digital,,0.0
u_00337,2025-01-04,start,,digital,24.0
u_00337,2025-03-05,cancel,digital,,0.0
u_00338,2026-01-10,start,,digital,24.0
u_00339,2024-12-31,start,,digital,24.0
u_00339,2025-10-27,cancel,digital,,0.0
u_00340,2026-05-16,start,,free,0.0
u_00341,2025-01-18,start,,free,0.0
u_00341,2026-02-12,cancel,free,,0.0
u_00342,2026-06-01,start,,free,0.0
u_00343,2026-02-08,start,,premium,39.0
u_00344,2025-10-19,start,,digital,24.0
u_00344,2026-02-16,cancel,digital,,0.0
u_00345,2026-01-29,start,,free,0.0
u_00346,2026-02-04,start,,free,0.0
u_00346,2026-06-04,upgrade,free,digital,24.0
u_00347,2026-05-23,start,,digital,24.0
u_00348,2025-03-25,start,,digital,24.0
u_00348,2026-05-19,upgrade,digital,premium,39.0
u_00349,2025-10-17,start,,digital,24.0
u_00349,2025-12-16,cancel,digital,,0.0
u_00350,2025-01-04,start,,free,0.0
u_00350,2025-03-05,upgrade,free,digital,24.0
u_00350,2026-06-28,cancel,digital,,0.0
u_00351,2025-11-04,start,,premium,39.0
u_00351,2025-12-04,upgrade,premium,print,59.0
u_00352,2025-01-29,start,,digital,24.0
u_00352,2026-05-24,cancel,digital,,0.0
u_00353,2025-09-30,start,,digital,24.0
u_00353,2026-05-28,upgrade,digital,premium,39.0
u_00354,2025-10-04,start,,digital,24.0
u_00355,2025-08-25,start,,premium,39.0
u_00356,2025-09-16,start,,premium,39.0
u_00357,2026-01-23,start,,digital,24.0
u_00358,2026-02-06,start,,free,0.0
u_00359,2025-09-06,start,,free,0.0
u_00360,2025-10-23,start,,digital,24.0
u_00360,2026-05-21,upgrade,digital,premium,39.0
u_00361,2026-05-12,start,,digital,24.0
u_00362,2025-01-12,start,,free,0.0
u_00362,2025-04-12,upgrade,free,digital,24.0
u_00362,2025-09-09,upgrade,digital,premium,39.0
u_00363,2025-01-11,start,,free,0.0
u_00363,2025-06-10,upgrade,free,digital,24.0
u_00364,2025-01-01,start,,premium,39.0
u_00365,2025-12-04,start,,premium,39.0
u_00366,2025-07-22,start,,print,59.0
u_00367,2026-01-26,start,,free,0.0
u_00368,2025-12-14,start,,digital,24.0
u_00369,2025-05-22,start,,digital,24.0
u_00370,2026-04-19,start,,free,0.0
u_00371,2026-01-22,start,,free,0.0
u_00372,2025-04-06,start,,print,59.0
u_00372,2026-01-31,cancel,print,,0.0
u_00373,2025-06-13,start,,free,0.0
u_00373,2025-10-11,upgrade,free,digital,24.0
u_00373,2025-11-10,cancel,digital,,0.0
u_00374,2025-05-08,start,,digital,24.0
u_00374,2025-11-04,upgrade,digital,premium,39.0
u_00375,2025-01-24,start,,digital,24.0
u_00376,2025-01-21,start,,digital,24.0
u_00376,2025-10-18,cancel,digital,,0.0
u_00377,2026-05-16,start,,free,0.0
u_00378,2025-08-04,start,,digital,24.0
u_00379,2025-06-26,start,,free,0.0
u_00380,2026-01-12,start,,digital,24.0
u_00380,2026-06-11,cancel,digital,,0.0
u_00381,2025-09-26,start,,free,0.0
u_00381,2025-10-26,upgrade,free,digital,24.0
u_00382,2026-05-16,start,,digital,24.0
u_00383,2026-01-28,start,,digital,24.0
u_00383,2026-05-28,upgrade,digital,premium,39.0
u_00384,2025-09-02,start,,free,0.0
u_00384,2025-11-01,upgrade,free,digital,24.0
u_00384,2026-03-01,upgrade,digital,premium,39.0
u_00385,2025-06-21,start,,free,0.0
u_00386,2026-06-21,start,,digital,24.0
u_00387,2026-01-08,start,,free,0.0
u_00388,2026-05-26,start,,free,0.0
u_00389,2025-01-11,start,,free,0.0
u_00390,2026-03-15,start,,premium,39.0
u_00390,2026-06-13,cancel,premium,,0.0
u_00391,2025-11-19,start,,digital,24.0
u_00392,2025-01-13,start,,free,0.0
u_00392,2025-04-13,upgrade,free,digital,24.0
u_00392,2025-06-12,cancel,digital,,0.0
u_00393,2025-10-15,start,,print,59.0
u_00393,2025-11-14,cancel,print,,0.0
u_00394,2025-12-25,start,,free,0.0
u_00395,2024-11-09,start,,free,0.0
u_00396,2025-08-16,start,,free,0.0
u_00396,2025-09-15,upgrade,free,digital,24.0
u_00397,2026-02-25,start,,free,0.0
u_00398,2025-04-24,start,,free,0.0
u_00398,2025-11-20,upgrade,free,digital,24.0
u_00399,2025-08-19,start,,digital,24.0
u_00400,2025-08-08,start,,free,0.0
u_00400,2026-04-05,upgrade,free,digital,24.0
u_00401,2025-04-29,start,,digital,24.0
u_00402,2026-05-03,start,,free,0.0
u_00403,2026-01-28,start,,free,0.0
u_00404,2025-01-09,start,,free,0.0
u_00405,2026-06-28,start,,digital,24.0
u_00406,2026-04-05,start,,digital,24.0
u_00407,2025-04-16,start,,free,0.0
u_00408,2026-03-05,start,,free,0.0
