user_id,timestamp,article_id,section,read_time_seconds
u_00004,2026-01-19 11:23:00,a_00804,sport,183
u_00004,2026-01-20 14:57:00,a_01946,feuilleton,141
u_00004,2026-01-25 19:06:00,a_01663,technologie,16
u_00004,2026-01-26 19:54:00,a_01812,sport,28
u_00004,2026-01-27 19:17:00,a_01337,politik,122
u_00004,2026-01-31 19:53:00,a_00345,sport,68
u_00004,2026-02-10 23:46:00,a_00958,sport,259
u_00004,2026-02-14 06:33:00,a_01695,sport,35
u_00004,2026-02-15 17:12:00,a_01727,politik,45
u_00004,2026-02-17 23:56:00,a_01627,meinung,87
u_00004,2026-02-22 07:06:00,a_00526,meinung,45
u_00004,2026-02-23 09:15:00,a_00239,feuilleton,138
u_00004,2026-02-23 20:57:00,a_01085,wirtschaft,193
u_00004,2026-02-27 20:48:00,a_00887,sport,137
u_00004,2026-03-03 09:37:00,a_00977,meinung,80
u_00004,2026-03-05 16:50:00,a_01631,sport,249
u_00004,2026-03-09 14:58:00,a_01029,wirtschaft,600
u_00004,2026-03-13 19:42:00,a_01822,wirtschaft,68
u_00004,2026-03-15 19:56:00,a_00274,sport,74
u_00004,2026-03-19 13:36:00,a_01604,wirtschaft,123
u_00004,2026-03-21 13:05:00,a_00524,meinung,87
u_00004,2026-03-23 16:16:00,a_01629,wirtschaft,77
u_00004,2026-03-24 19:26:00,a_00015,international,91
u_00004,2026-04-01 21:54:00,a_01697,technologie,57
u_00004,2026-04-02 19:05:00,a_00132,sport,143
u_00004,2026-04-04 21:48:00,a_01914,lifestyle,148
u_00004,2026-04-05 06:28:00,a_01680,wirtschaft,179
u_00004,2026-04-06 16:17:00,a_01540,international,41
u_00004,2026-04-07 21:10:00,a_00593,sport,124
u_00004,2026-04-11 16:34:00,a_01406,international,73
u_00004,2026-04-12 12:04:00,a_00354,sport,172
u_00004,2026-04-13 17:15:00,a_00914,wirtschaft,61
u_00004,2026-04-15 13:04:00,a_01386,politik,233
u_00004,2026-04-16 13:39:00,a_00220,meinung,133
u_00004,2026-04-21 17:53:00,a_00367,sport,84
u_00004,2026-04-21 21:58:00,a_00125,meinung,53
u_00004,2026-04-22 20:25:00,a_01413,sport,188
u_00004,2026-04-23 12:13:00,a_00756,sport,19
u_00004,2026-04-23 18:36:00,a_01359,meinung,142
u_00004,2026-04-26 15:37:00,a_01587,lifestyle,199
u_00004,2026-04-27 06:37:00,a_01278,politik,220
u_00004,2026-04-28 10:11:00,a_01693,technologie,145
u_00004,2026-04-29 19:25:00,a_01820,international,128
u_00004,2026-04-29 21:20:00,a_01841,technologie,79
u_00004,2026-04-29 22:26:00,a_01096,feuilleton,110
u_00004,2026-04-30 09:15:00,a_00656,meinung,65
u_00004,2026-05-01 06:25:00,a_01548,sport,25
u_00004,2026-05-01 19:13:00,a_01996,feuilleton,67
u_00004,2026-05-03 07:00:00,a_01913,wirtschaft,81
u_00004,2026-05-04 09:20:00,a_01812,sport,65
u_00004,2026-05-08 18:14:00,a_00263,meinung,148
u_00004,2026-05-12 13:57:00,a_00150,technologie,290
u_00004,2026-05-13 11:07:00,a_00393,wirtschaft,55
u_00004,2026-05-15 08:38:00,a_01225,sport,45
u_00004,2026-05-20 12:12:00,a_01642,technologie,138
u_00004,2026-05-20 18:16:00,a_00067,politik,226
u_00004,2026-05-24 18:43:00,a_00064,technologie,63
u_00004,2026-05-26 18:50:00,a_00216,lifestyle,221
u_00004,2026-05-27 09:14:00,a_01142,international,127
u_00004,2026-05-30 13:22:00,a_00181,lifestyle,241
u_00004,2026-06-03 10:22:00,a_01751,sport,238
u_00004,2026-06-04 11:53:00,a_01296,sport,58
u_00004,2026-06-05 23:08:00,a_01838,international,73
u_00004,2026-06-06 19:16:00,a_00230,technologie,72
u_00004,2026-06-07 11:36:00,a_01290,sport,71
u_00004,2026-06-09 14:02:00,a_01884,sport,244
u_00004,2026-06-11 09:45:00,a_01473,sport,134
u_00004,2026-06-13 09:10:00,a_00643,wirtschaft,214
u_00004,2026-06-14 16:11:00,a_00571,sport,112
u_00004,2026-06-15 12:43:00,a_01228,technologie,61
u_00004,2026-06-15 13:37:00,a_00988,international,103
u_00004,2026-06-16 18:58:00,a_00386,feuilleton,137
u_00004,2026-06-20 08:18:00,a_01597,international,185
u_00004,2026-06-22 06:38:00,a_00632,wirtschaft,61
u_00004,2026-06-22 13:48:00,a_00843,politik,73
u_00004,2026-06-28 16:21:00,a_01754,technologie,205
u_00004,2026-06-28 19:43:00,a_00768,technologie,104
u_00004,2026-06-29 23:46:00,a_00914,wirtschaft,79
u_00004,2026-06-30 21:33:00,a_01336,sport,101
u_00005,2025-02-08 21:01:00,a_00060,meinung,37
u_00005,2025-02-11 14:04:00,a_01734,international,143
u_00005,2025-02-19 08:05:00,a_00691,feuilleton,182
u_00005,2025-03-15 11:07:00,a_01897,international,74
u_00005,2025-03-21 13:58:00,a_01300,international,83
u_00005,2025-03-27 16:00:00,a_01453,sport,192
u_00005,2025-04-09 22:01:00,a_00695,feuilleton,109
u_00005,2025-04-23 19:58:00,a_00356,feuilleton,51
u_00005,2025-04-26 15:22:00,a_00228,international,153
u_00005,2025-05-02 12:34:00,a_00032,technologie,141
u_00005,2025-05-06 23:27:00,a_00489,feuilleton,129
u_00005,2025-05-07 14:55:00,a_00691,feuilleton,117
u_00005,2025-05-22 21:54:00,a_01203,politik,148
u_00005,2025-05-23 07:17:00,a_01328,wirtschaft,68
u_00005,2025-05-28 10:07:00,a_00505,feuilleton,116
u_00005,2025-05-31 13:03:00,a_01884,sport,51
u_00005,2025-06-03 19:59:00,a_01376,politik,163
u_00005,2025-06-13 11:42:00,a_01083,feuilleton,205
u_00005,2025-06-13 17:22:00,a_01882,feuilleton,131
u_00005,2025-06-14 19:50:00,a_01865,wirtschaft,109
u_00005,2025-06-17 18:39:00,a_00526,meinung,49
u_00005,2025-06-22 15:37:00,a_01890,sport,69
u_00005,2025-06-30 14:40:00,a_01543,international,111
u_00005,2025-07-09 16:47:00,a_00977,meinung,31
u_00005,2025-07-11 08:16:00,a_00474,sport,82
u_00005,2025-07-13 13:05:00,a_01565,international,76
u_00005,2025-07-13 23:12:00,a_00269,technologie,137
u_00005,2025-07-18 12:46:00,a_00539,lifestyle,39
u_00005,2025-07-27 20:26:00,a_01958,international,75
u_00005,2025-07-28 10:45:00,a_01557,feuilleton,154
u_00005,2025-08-01 21:37:00,a_01634,lifestyle,113
u_00005,2025-08-05 12:41:00,a_01432,feuilleton,285
u_00005,2025-08-06 12:14:00,a_00151,feuilleton,54
u_00005,2025-08-08 20:06:00,a_01165,technologie,110
u_00005,2025-08-12 07:29:00,a_01275,sport,174
u_00005,2025-08-12 13:05:00,a_00919,wirtschaft,111
u_00005,2025-08-15 10:39:00,a_00609,international,216
u_00005,2025-08-15 16:46:00,a_00151,feuilleton,102
u_00005,2025-08-18 21:18:00,a_01711,international,151
u_00005,2025-08-19 13:57:00,a_00901,international,55
u_00005,2025-08-20 17:50:00,a_00106,feuilleton,108
u_00005,2025-08-23 15:46:00,a_01427,international,229
u_00005,2025-08-28 21:37:00,a_00323,technologie,301
u_00005,2025-09-16 06:06:00,a_00863,sport,202
u_00005,2025-09-17 08:57:00,a_01023,wirtschaft,147
u_00005,2025-09-20 18:39:00,a_00328,feuilleton,167
u_00005,2025-09-27 11:05:00,a_00142,sport,91
u_00005,2025-09-28 07:36:00,a_01914,lifestyle,108
u_00005,2025-10-02 11:36:00,a_01035,wirtschaft,84
u_00005,2025-10-04 22:42:00,a_01760,feuilleton,123
u_00005,2025-10-06 18:08:00,a_01796,lifestyle,68
u_00005,2025-10-09 17:31:00,a_00661,feuilleton,160
u_00005,2025-10-12 10:21:00,a_01532,international,225
u_00005,2025-10-19 09:38:00,a_01825,feuilleton,66
u_00005,2025-10-25 08:10:00,a_01970,wirtschaft,104
u_00005,2025-10-25 13:46:00,a_01096,feuilleton,79
u_00005,2025-10-27 09:47:00,a_01777,lifestyle,24
u_00005,2025-11-02 09:35:00,a_00541,meinung,77
u_00005,2025-11-03 16:09:00,a_00997,international,93
u_00005,2025-11-08 16:42:00,a_01700,meinung,71
u_00005,2025-11-17 11:54:00,a_00616,international,77
u_00005,2025-11-18 07:25:00,a_01770,lifestyle,61
u_00005,2025-11-19 23:33:00,a_00696,feuilleton,314
u_00005,2025-11-21 17:27:00,a_00386,feuilleton,58
u_00005,2025-11-23 13:50:00,a_00371,international,184
u_00005,2025-11-24 23:25:00,a_01825,feuilleton,202
u_00005,2025-11-27 22:29:00,a_01303,wirtschaft,94
u_00005,2025-11-29 15:10:00,a_01767,international,99
u_00005,2025-11-30 14:41:00,a_01831,international,99
u_00005,2025-12-04 21:21:00,a_00737,international,46
u_00005,2025-12-05 16:20:00,a_00433,meinung,99
u_00005,2025-12-08 07:23:00,a_00900,international,56
u_00005,2025-12-08 07:38:00,a_00316,international,133
u_00005,2025-12-13 20:43:00,a_01109,international,32
u_00005,2025-12-15 12:22:00,a_01557,feuilleton,57
u_00005,2025-12-20 22:30:00,a_01585,feuilleton,134
u_00005,2025-12-23 16:15:00,a_01530,technologie,99
u_00005,2025-12-23 16:29:00,a_01977,wirtschaft,73
u_00005,2025-12-24 11:06:00,a_00932,international,76
u_00005,2025-12-26 12:23:00,a_01300,international,37
u_00005,2025-12-27 16:05:00,a_00027,feuilleton,86
u_00005,2025-12-29 14:31:00,a_00432,technologie,182
u_00005,2026-01-01 11:39:00,a_00027,feuilleton,22
u_00005,2026-01-01 20:34:00,a_01672,technologie,75
u_00005,2026-01-05 19:22:00,a_01568,meinung,58
u_00005,2026-01-06 08:53:00,a_00097,feuilleton,256
u_00005,2026-01-06 09:35:00,a_01041,international,132
u_00005,2026-01-07 23:33:00,a_01184,meinung,290
u_00005,2026-01-08 10:33:00,a_00318,lifestyle,359
u_00005,2026-01-08 11:56:00,a_00863,sport,81
u_00005,2026-01-10 20:33:00,a_01584,international,262
u_00005,2026-01-11 10:59:00,a_01225,sport,82
u_00005,2026-01-16 16:36:00,a_00883,international,49
u_00005,2026-01-17 17:23:00,a_01308,lifestyle,36
u_00005,2026-01-18 16:47:00,a_01189,feuilleton,272
u_00005,2026-01-18 18:24:00,a_01724,technologie,116
u_00005,2026-01-18 19:28:00,a_01209,technologie,138
u_00005,2026-01-19 17:48:00,a_01546,international,39
u_00005,2026-01-21 19:36:00,a_01209,technologie,55
u_00005,2026-01-23 15:07:00,a_00927,feuilleton,28
u_00005,2026-01-24 08:01:00,a_00684,international,141
u_00005,2026-01-24 08:17:00,a_01192,international,58
u_00005,2026-01-25 13:50:00,a_00755,feuilleton,58
u_00005,2026-01-25 16:19:00,a_00657,feuilleton,27
u_00005,2026-01-26 13:10:00,a_01798,lifestyle,225
u_00005,2026-01-26 16:19:00,a_00911,feuilleton,99
u_00005,2026-01-27 08:19:00,a_00934,feuilleton,148
u_00005,2026-01-27 13:16:00,a_01799,wirtschaft,38
u_00005,2026-01-27 19:49:00,a_00152,feuilleton,331
u_00005,2026-01-27 22:38:00,a_01493,international,89
u_00005,2026-01-27 23:15:00,a_01712,meinung,62
u_00005,2026-01-27 23:59:00,a_00886,international,106
u_00007,2026-01-23 10:59:00,a_00423,technologie,91
u_00007,2026-01-28 14:42:00,a_00127,politik,69
u_00007,2026-02-08 15:50:00,a_00492,wirtschaft,276
u_00007,2026-02-10 09:06:00,a_01792,wirtschaft,130
u_00007,2026-02-14 09:02:00,a_00083,international,10
u_00007,2026-02-17 08:49:00,a_00491,wirtschaft,159
u_00007,2026-02-27 07:53:00,a_01832,politik,139
u_00007,2026-03-03 23:48:00,a_00989,lifestyle,160
u_00007,2026-03-06 15:00:00,a_01002,lifestyle,69
u_00007,2026-03-14 07:06:00,a_00941,politik,26
u_00007,2026-03-17 21:43:00,a_00877,wirtschaft,87
u_00007,2026-03-18 18:12:00,a_00192,meinung,81
u_00007,2026-04-11 22:47:00,a_00331,feuilleton,175
u_00007,2026-04-14 14:40:00,a_00866,wirtschaft,160
u_00007,2026-04-19 12:55:00,a_00264,politik,13
u_00007,2026-04-20 09:21:00,a_01280,wirtschaft,71
u_00007,2026-04-23 20:16:00,a_01225,sport,94
u_00007,2026-04-29 11:20:00,a_00838,international,56
u_00007,2026-05-02 06:14:00,a_00715,meinung,44
u_00007,2026-05-10 16:47:00,a_00627,sport,91
u_00007,2026-05-19 20:49:00,a_01921,sport,104
u_00007,2026-05-21 17:53:00,a_01321,lifestyle,100
u_00007,2026-05-26 07:13:00,a_01475,sport,88
u_00007,2026-06-04 09:38:00,a_00546,feuilleton,78
u_00007,2026-06-14 10:32:00,a_00982,politik,125
u_00007,2026-06-21 06:51:00,a_00616,international,122
u_00007,2026-06-25 09:33:00,a_01841,technologie,107
u_00007,2026-06-25 17:33:00,a_00781,international,43
u_00007,2026-06-28 07:18:00,a_01227,lifestyle,119
u_00007,2026-06-30 10:41:00,a_01121,lifestyle,74
u_00008,2026-02-09 22:54:00,a_00613,international,156
u_00008,2026-02-10 17:24:00,a_00413,politik,34
u_00008,2026-02-11 12:54:00,a_01313,technologie,79
u_00008,2026-02-12 09:03:00,a_00015,international,115
u_00008,2026-02-16 21:34:00,a_00877,wirtschaft,77
u_00008,2026-02-20 18:45:00,a_01555,lifestyle,136
u_00008,2026-02-21 23:18:00,a_00353,feuilleton,80
u_00008,2026-03-01 20:13:00,a_01293,lifestyle,241
u_00008,2026-03-09 09:24:00,a_01753,international,136
u_00008,2026-03-10 11:56:00,a_01205,meinung,136
u_00008,2026-03-11 08:53:00,a_00163,technologie,203
u_00008,2026-03-14 17:24:00,a_00997,international,104
u_00008,2026-03-24 11:33:00,a_01003,lifestyle,155
u_00008,2026-03-25 14:28:00,a_01377,technologie,65
u_00008,2026-03-25 14:50:00,a_00605,feuilleton,203
u_00008,2026-03-26 11:57:00,a_01875,technologie,31
u_00008,2026-03-26 18:40:00,a_00978,technologie,105
u_00008,2026-03-28 21:53:00,a_00325,meinung,177
u_00008,2026-03-29 07:07:00,a_01496,meinung,50
u_00008,2026-03-30 20:36:00,a_00187,feuilleton,119
u_00008,2026-04-01 21:52:00,a_00955,international,219
u_00008,2026-04-03 15:04:00,a_01073,feuilleton,97
u_00008,2026-04-05 11:07:00,a_00721,technologie,286
u_00008,2026-04-05 11:48:00,a_01109,international,159
u_00008,2026-04-06 11:26:00,a_01437,international,71
u_00008,2026-04-11 19:26:00,a_01405,meinung,99
u_00008,2026-04-12 23:25:00,a_00841,technologie,51
u_00008,2026-04-15 22:48:00,a_00816,international,159
u_00008,2026-04-16 10:40:00,a_00691,feuilleton,75
u_00008,2026-04-19 09:13:00,a_01805,sport,103
u_00008,2026-04-19 13:45:00,a_01103,meinung,296
u_00008,2026-04-19 16:55:00,a_00335,sport,389
u_00008,2026-04-21 18:33:00,a_01361,meinung,87
u_00008,2026-04-24 21:31:00,a_01058,meinung,80
u_00008,2026-04-27 13:57:00,a_00128,technologie,136
u_00008,2026-04-29 18:14:00,a_01199,wirtschaft,58
u_00008,2026-04-30 06:26:00,a_01791,meinung,195
u_00008,2026-04-30 22:24:00,a_00336,wirtschaft,80
u_00008,2026-05-05 08:24:00,a_00298,international,146
u_00008,2026-05-05 17:51:00,a_00966,international,26
u_00008,2026-05-06 23:00:00,a_01084,feuilleton,66
u_00008,2026-05-07 19:22:00,a_00258,international,220
u_00008,2026-05-09 15:34:00,a_01263,meinung,30
u_00008,2026-05-10 22:27:00,a_01383,politik,67
u_00008,2026-05-15 18:37:00,a_00177,politik,69
u_00008,2026-05-20 10:16:00,a_00537,feuilleton,148
u_00008,2026-05-22 17:41:00,a_01883,feuilleton,116
u_00008,2026-05-25 10:19:00,a_00386,feuilleton,45
u_00008,2026-05-29 17:20:00,a_01711,international,102
u_00008,2026-05-30 09:18:00,a_00430,feuilleton,57
u_00008,2026-06-07 10:10:00,a_01041,international,96
u_00008,2026-06-07 22:54:00,a_00965,feuilleton,58
u_00008,2026-06-10 07:54:00,a_00094,international,251
u_00008,2026-06-10 15:49:00,a_01155,feuilleton,63
u_00008,2026-06-10 16:54:00,a_00006,sport,90
u_00008,2026-06-11 22:58:00,a_01613,international,142
u_00008,2026-06-16 18:29:00,a_01857,politik,84
u_00008,2026-06-17 09:35:00,a_01586,feuilleton,109
u_00008,2026-06-17 14:13:00,a_00634,international,112
u_00008,2026-06-17 22:31:00,a_01373,meinung,72
u_00008,2026-06-22 17:12:00,a_01102,wirtschaft,23
u_00008,2026-06-22 23:14:00,a_00387,wirtschaft,74
u_00008,2026-06-22 23:53:00,a_00440,international,194
u_00008,2026-06-23 10:16:00,a_00477,feuilleton,61
u_00008,2026-06-23 11:05:00,a_00849,feuilleton,56
u_00008,2026-06-23 11:37:00,a_00077,international,40
u_00008,2026-06-23 12:24:00,a_00279,technologie,82
u_00008,2026-06-25 07:04:00,a_00808,meinung,106
u_00008,2026-06-27 07:32:00,a_00616,international,65
u_00008,2026-06-29 17:24:00,a_01203,politik,34
u_00008,2026-06-30 20:53:00,a_00537,feuilleton,224
u_00009,2025-03-09 20:02:00,a_00853,technologie,55
u_00010,2025-08-19 11:43:00,a_01305,politik,172
u_00010,2025-08-19 16:54:00,a_00970,sport,262
u_00010,2025-08-21 12:06:00,a_01607,politik,102
u_00010,2025-09-07 11:30:00,a_00261,feuilleton,129
u_00010,2025-09-11 21:01:00,a_01828,international,59
u_00010,2025-09-12 10:55:00,a_01618,politik,73
u_00010,2025-09-13 11:43:00,a_00863,sport,172
u_00010,2025-09-27 12:50:00,a_01040,feuilleton,84
u_00010,2025-10-05 09:31:00,a_01406,international,249
u_00010,2025-10-20 08:16:00,a_00253,politik,166
u_00010,2025-10-20 16:59:00,a_00871,lifestyle,89
u_00010,2025-11-03 09:18:00,a_00326,sport,35
u_00010,2025-11-07 16:50:00,a_00161,technologie,40
u_00010,2025-11-18 19:29:00,a_01228,technologie,99
u_00010,2025-11-25 16:18:00,a_01991,politik,64
u_00010,2025-11-25 18:11:00,a_01854,sport,79
u_00010,2025-12-07 20:28:00,a_01351,wirtschaft,157
u_00010,2025-12-10 08:25:00,a_00114,technologie,138
u_00010,2025-12-12 14:11:00,a_01778,sport,146
u_00010,2025-12-24 15:18:00,a_01890,sport,319
u_00010,2026-01-05 19:14:00,a_00198,feuilleton,33
u_00010,2026-01-10 11:35:00,a_00454,wirtschaft,65
u_00010,2026-01-10 14:00:00,a_00439,wirtschaft,49
u_00010,2026-01-14 13:03:00,a_00327,meinung,111
u_00010,2026-01-21 15:21:00,a_00768,technologie,81
