campaign_id,campaign_name,start_date,end_date,channel,user_id,arm
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01547,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01133,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04704,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04495,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02776,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03186,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01214,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03290,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00764,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01217,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00349,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02983,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02917,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02972,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01356,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02331,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01514,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02182,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03348,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01661,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04378,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00805,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01442,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01095,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03989,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03706,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03744,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03272,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01454,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02514,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02001,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04134,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04078,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00989,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01622,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04199,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01413,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00609,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01773,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03284,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03636,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04829,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03522,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02718,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04080,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02335,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04438,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04116,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02756,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00637,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00504,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03421,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03945,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02944,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03020,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04590,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02672,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03112,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03145,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04103,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00875,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00201,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04701,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03042,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03587,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02999,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03535,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04757,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00080,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04093,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00350,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00326,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03094,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00281,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00695,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04641,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03088,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01643,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00928,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02428,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04864,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03207,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02969,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01525,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04869,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01688,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00872,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00611,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04760,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03883,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03742,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00574,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03502,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00220,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01274,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00800,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04923,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02576,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01916,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01513,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03584,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00575,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04013,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02941,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02795,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03588,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02683,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00502,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01574,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03991,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02865,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00882,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01587,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01236,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01627,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03830,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03439,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02696,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04101,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03633,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03598,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02678,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00441,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04285,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00746,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02041,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04888,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01601,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01972,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01751,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02355,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03351,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02080,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00871,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01061,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03217,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00170,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02912,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01900,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02741,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01555,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02193,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02328,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01549,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02837,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02353,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04452,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03224,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02395,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01039,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01519,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02198,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02398,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00719,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00553,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02965,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01940,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00517,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01679,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01744,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04578,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02133,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03308,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02237,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03505,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03068,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03346,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04717,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00645,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04132,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03248,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04780,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01157,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01099,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01765,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04318,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02637,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03028,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00099,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01404,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01926,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01011,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04976,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04066,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04884,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00557,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03278,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00429,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02654,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00373,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04342,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01553,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04050,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04074,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03754,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02721,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04092,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01414,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04400,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02148,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03717,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02688,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02479,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04740,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04443,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00286,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01711,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01445,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04053,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00249,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04032,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00725,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01045,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00730,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02785,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03455,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01114,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04150,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00207,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02189,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01345,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03905,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04933,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01051,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04341,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03197,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01278,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01399,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03456,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01334,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03858,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04200,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04002,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03153,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01920,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03605,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02119,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03985,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00790,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01407,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03072,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04742,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00300,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01962,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00864,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01065,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03245,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04121,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00058,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02602,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03631,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02248,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03802,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02806,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00518,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03762,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04293,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02642,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04739,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04404,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04303,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02443,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00757,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00685,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00988,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00448,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04350,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00204,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01988,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02810,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01400,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01684,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02755,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01520,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02671,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03664,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00932,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00824,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01942,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04616,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00758,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00837,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00182,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04461,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00276,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02676,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01565,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04893,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02763,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01658,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_01075,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_00688,treatment
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_04848,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_02077,control
c_001,digital_to_premium_upsell,2025-05-15,2025-06-15,email+meta,u_03485,treatment
